Time	V_out	V_out_filtrado	Vt_ref
0.00050000000000000001	-1	-0.0059088185709797198	101
0.001	303.61604258476734	1.7772198679287852	101.23604636841171
0.0015	287.27850995005758	6.7699858261943637	99.581195185606305
0.002	260.6931520879495	14.19023395322451	95.705122017223431
0.0025000000000000001	224.80177578005251	23.226001204175283	90.224231346982407
0.0030000000000000001	259.99796685739796	33.530068675550915	84.808923206143405
0.0035000000000000001	259.99761862343325	45.003096404789922	80.496085578072567
0.0040000000000000001	259.99727274776217	57.338492294481867	77.187232648724049
0.0045000000000000005	259.99727274776205	70.264325648864158	74.786418164273456
0.005000000000000001	259.99989387798752	83.541485706731862	73.200997779874527
0.0055000000000000014	259.99983636757651	96.961688358159321	72.342236659514754
0.0060000000000000019	259.99976537518239	110.3454124587352	72.12579564590115
0.0065000000000000023	259.99966694940235	123.53982935725845	72.472093117611635
0.0070000000000000027	259.99727274776211	136.41669071365808	73.306538042705995
0.0075000000000000032	259.99727274776217	148.87026261557008	74.559678956728519
0.0080000000000000036	259.99989387798746	160.81531058397249	76.167274897251531
0.0085000000000000041	259.99799820611162	172.18506720285635	78.070287562178834
0.0090000000000000045	259.9976629912652	182.92931339014424	80.214826866233864
0.009500000000000005	259.99727274776211	193.01257742303329	82.552041370523753
0.010000000000000005	259.99727274776211	202.41238986553998	85.037946213846311
0.010500000000000006	259.99989387798746	211.11766284900878	87.633230463147854
0.011000000000000006	259.99984419730345	219.12713803974381	90.303033937710651
0.011500000000000007	259.99977327520264	226.44794796114633	93.016717613879166
0.012000000000000007	259.99967432192057	233.09431984489683	95.747616623297262
0.012500000000000008	259.99727274776205	239.0863561534614	98.47276292841471
0.013000000000000008	259.99727274776205	244.44895190154909	101.17261309678869
0.013500000000000009	259.99822593963916	249.21081860484287	103.83077173581374
0.014000000000000009	259.99802803082656	253.40356568039118	106.43373619981901
0.014500000000000009	259.99960119875595	257.06090780485778	108.97064218921449
0.01500000000000001	259.99727274776211	260.21794226186915	111.43299745522231
0.01550000000000001	259.99727274776217	262.91053521078032	113.81443034365145
0.016000000000000011	259.99989387798746	265.17482389848578	116.11045393339717
0.016500000000000011	259.99985200190594	267.04672045229671	118.31823950430827
0.017000000000000012	259.99978118125381	268.56150475675287	120.43641698624438
0.017500000000000012	259.99968174387328	269.75351558390037	122.46488638921544
0.018000000000000013	259.99727274776211	270.65586898711558	124.40462252428722
0.018500000000000013	259.99727274776217	271.30026021909924	126.25750308195946
0.019000000000000013	259.99823991775395	271.71681637542258	128.02614711377763
0.019500000000000014	259.99805631846084	271.93394873074374	129.71378746778893
0.020000000000000014	259.99961560717668	271.97827257087886	131.32415216298568
0.020500000000000015	259.99762139342488	271.87454119586806	132.86133918343575
0.021000000000000015	259.99727274776211	271.64562520408805	134.32970968323366
0.021500000000000016	259.99992792031674	271.31255637698342	135.73378786945688
0.022000000000000016	259.99985981117413	270.89452231373599	137.07819632659167
0.022500000000000017	259.9997579572269	270.40889151102169	138.36759714535327
0.023000000000000017	259.99972034339112	269.87129069078304	139.60662263917021
