Time	Disparo_ab	Disparo_ac	Disparo_ba	Disparo_bc	Disparo_ca	Disparo_cb
0.00050000000000000001	1	1	1	1	1	0
0.001	1	1	1	1	1	0
0.0015	0	0	0	0	0	0
0.002	0	0	0	0	0	1
0.0025000000000000001	0	0	0	0	0	1
0.0030000000000000001	0	0	0	0	0	0
0.0035000000000000001	0	0	0	0	0	0
0.0040000000000000001	0	0	0	0	0	0
0.0045000000000000005	0	0	0	0	0	0
0.005000000000000001	1	0	0	0	0	0
0.0055000000000000014	1	0	0	0	0	0
0.0060000000000000019	0	0	0	0	0	0
0.0065000000000000023	0	0	0	0	0	0
0.0070000000000000027	0	0	0	0	0	0
0.0075000000000000032	0	0	0	0	0	0
0.0080000000000000036	0	1	0	0	0	0
0.0085000000000000041	0	1	0	0	0	0
0.0090000000000000045	0	0	0	0	0	0
0.009500000000000005	0	0	0	0	0	0
0.010000000000000005	0	0	0	0	0	0
0.010500000000000006	0	0	0	1	0	0
0.011000000000000006	0	0	0	1	0	0
0.011500000000000007	0	0	0	0	0	0
0.012000000000000007	0	0	0	0	0	0
0.012500000000000008	0	0	0	0	0	0
0.013000000000000008	0	0	1	0	0	0
0.013500000000000009	0	0	1	0	0	0
0.014000000000000009	0	0	0	0	0	0
0.014500000000000009	0	0	0	0	0	0
0.01500000000000001	0	0	0	0	0	0
0.01550000000000001	0	0	0	0	0	0
0.016000000000000011	0	0	0	0	1	0
0.016500000000000011	0	0	0	0	1	0
0.017000000000000012	0	0	0	0	0	0
0.017500000000000012	0	0	0	0	0	0
0.018000000000000013	0	0	0	0	0	0
0.018500000000000013	0	0	0	0	0	1
0.019000000000000013	0	0	0	0	0	1
0.019500000000000014	0	0	0	0	0	0
0.020000000000000014	0	0	0	0	0	0
0.020500000000000015	0	0	0	0	0	0
0.021000000000000015	1	0	0	0	0	0
0.021500000000000016	1	0	0	0	0	0
0.022000000000000016	0	0	0	0	0	0
0.022500000000000017	0	0	0	0	0	0
0.023000000000000017	0	0	0	0	0	0
0.023500000000000017	0	0	0	0	0	0
0.024000000000000018	0	1	0	0	0	0
0.024500000000000018	0	1	0	0	0	0
0.025000000000000019	0	0	0	0	0	0
0.025500000000000019	0	0	0	0	0	0
0.02600000000000002	0	0	0	0	0	0
0.02650000000000002	0	0	0	1	0	0
0.027000000000000021	0	0	0	1	0	0
0.027500000000000021	0	0	0	0	0	0
0.028000000000000021	0	0	0	0	0	0
0.028500000000000022	0	0	0	0	0	0
0.029000000000000022	0	0	0	0	0	0
0.029500000000000023	0	0	1	0	0	0
0.030000000000000023	0	0	1	0	0	0
0.030500000000000024	0	0	0	0	0	0
0.031000000000000024	0	0	0	0	0	0
0.031500000000000021	0	0	0	0	0	0
0.032000000000000021	0	0	0	0	1	0
0.032500000000000022	0	0	0	0	1	0
0.033000000000000022	0	0	0	0	0	0
0.033500000000000023	0	0	0	0	0	0
0.034000000000000023	0	0	0	0	0	0
0.034500000000000024	0	0	0	0	0	0
0.035000000000000024	0	0	0	0	0	1
0.035500000000000025	0	0	0	0	0	1
0.036000000000000025	0	0	0	0	0	0
0.036500000000000025	0	0	0	0	0	0
0.037000000000000026	0	0	0	0	0	0
0.037500000000000026	1	0	0	0	0	0
0.038000000000000027	1	0	0	0	0	0
0.038500000000000027	0	0	0	0	0	0
0.039000000000000028	0	0	0	0	0	0
0.039500000000000028	0	0	0	0	0	0
0.040000000000000029	0	0	0	0	0	0
0.040500000000000029	0	1	0	0	0	0
0.041000000000000029	0	1	0	0	0	0
0.04150000000000003	0	0	0	0	0	0
0.04200000000000003	0	0	0	0	0	0
0.042500000000000031	0	0	0	0	0	0
0.043000000000000031	0	0	0	1	0	0
0.043500000000000032	0	0	0	1	0	0
0.044000000000000032	0	0	0	0	0	0
0.044500000000000033	0	0	0	0	0	0
0.045000000000000033	0	0	0	0	0	0
0.045500000000000033	0	0	0	0	0	0
0.046000000000000034	0	0	1	0	0	0
0.046500000000000034	0	0	1	0	0	0
0.047000000000000035	0	0	0	0	0	0
0.047500000000000035	0	0	0	0	0	0
0.048000000000000036	0	0	0	0	0	0
0.048500000000000036	0	0	0	0	1	0
0.049000000000000037	0	0	0	0	1	0
0.049500000000000037	0	0	0	0	0	0
0.050000000000000037	0	0	0	0	0	0
0.050500000000000038	0	0	0	0	0	0
0.051000000000000038	0	0	0	0	0	1
0.051500000000000039	0	0	0	0	0	1
0.052000000000000039	0	0	0	0	0	0
0.05250000000000004	0	0	0	0	0	0
0.05300000000000004	0	0	0	0	0	0
0.053500000000000041	0	0	0	0	0	0
0.054000000000000041	1	0	0	0	0	0
0.054500000000000041	1	0	0	0	0	0
0.055000000000000042	0	0	0	0	0	0
0.055500000000000042	0	0	0	0	0	0
0.056000000000000043	0	0	0	0	0	0
0.056500000000000043	0	0	0	0	0	0
0.057000000000000044	0	1	0	0	0	0
0.057500000000000044	0	1	0	0	0	0
0.058000000000000045	0	0	0	0	0	0
0.058500000000000045	0	0	0	0	0	0
0.059000000000000045	0	0	0	0	0	0
0.059500000000000046	0	0	0	1	0	0
0.060000000000000046	0	0	0	1	0	0
0.060500000000000047	0	0	0	0	0	0
0.061000000000000047	0	0	0	0	0	0
0.061500000000000048	0	0	0	0	0	0
0.062000000000000048	0	0	0	0	0	0
0.062500000000000042	0	0	1	0	0	0
0.063000000000000042	0	0	1	0	0	0
0.063500000000000043	0	0	0	0	0	0
0.064000000000000043	0	0	0	0	0	0
0.064500000000000043	0	0	0	0	0	0
0.065000000000000044	0	0	0	0	1	0
0.065500000000000044	0	0	0	0	1	0
0.066000000000000045	0	0	0	0	0	0
0.066500000000000045	0	0	0	0	0	0
0.067000000000000046	0	0	0	0	0	0
0.067500000000000046	0	0	0	0	0	1
0.068000000000000047	0	0	0	0	0	1
0.068500000000000047	0	0	0	0	0	0
0.069000000000000047	0	0	0	0	0	0
0.069500000000000048	0	0	0	0	0	0
0.070000000000000048	0	0	0	0	0	0
0.070500000000000049	1	0	0	0	0	0
0.071000000000000049	1	0	0	0	0	0
0.07150000000000005	0	0	0	0	0	0
0.07200000000000005	0	0	0	0	0	0
0.072500000000000051	0	0	0	0	0	0
0.073000000000000051	0	0	0	0	0	0
0.073500000000000051	0	1	0	0	0	0
0.074000000000000052	0	1	0	0	0	0
0.074500000000000052	0	0	0	0	0	0
0.075000000000000053	0	0	0	0	0	0
0.075500000000000053	0	0	0	0	0	0
0.076000000000000054	0	0	0	1	0	0
0.076500000000000054	0	0	0	1	0	0
0.077000000000000055	0	0	0	0	0	0
0.077500000000000055	0	0	0	0	0	0
0.078000000000000055	0	0	0	0	0	0
0.078500000000000056	0	0	0	0	0	0
0.079000000000000056	0	0	1	0	0	0
0.079500000000000057	0	0	1	0	0	0
0.080000000000000057	0	0	0	0	0	0
0.080500000000000058	0	0	0	0	0	0
0.081000000000000058	0	0	0	0	0	0
0.081500000000000059	0	0	0	0	1	0
0.082000000000000059	0	0	0	0	1	0
0.082500000000000059	0	0	0	0	0	0
0.08300000000000006	0	0	0	0	0	0
0.08350000000000006	0	0	0	0	0	0
0.084000000000000061	0	0	0	0	0	0
0.084500000000000061	0	0	0	0	0	1
0.085000000000000062	0	0	0	0	0	1
0.085500000000000062	0	0	0	0	0	0
0.086000000000000063	0	0	0	0	0	0
0.086500000000000063	0	0	0	0	0	0
0.087000000000000063	1	0	0	0	0	0
0.087500000000000064	1	0	0	0	0	0
0.088000000000000064	0	0	0	0	0	0
0.088500000000000065	0	0	0	0	0	0
0.089000000000000065	0	0	0	0	0	0
0.089500000000000066	0	0	0	0	0	0
0.090000000000000066	0	1	0	0	0	0
0.090500000000000067	0	1	0	0	0	0
0.091000000000000067	0	0	0	0	0	0
0.091500000000000067	0	0	0	0	0	0
0.092000000000000068	0	0	0	0	0	0
0.092500000000000068	0	0	0	1	0	0
0.093000000000000069	0	0	0	1	0	0
0.093500000000000069	0	0	0	0	0	0
0.09400000000000007	0	0	0	0	0	0
0.09450000000000007	0	0	0	0	0	0
0.09500000000000007	0	0	0	0	0	0
0.095500000000000071	0	0	1	0	0	0
0.096000000000000071	0	0	1	0	0	0
0.096500000000000072	0	0	0	0	0	0
0.097000000000000072	0	0	0	0	0	0
0.097500000000000073	0	0	0	0	0	0
0.098000000000000073	0	0	0	0	1	0
0.098500000000000074	0	0	0	0	1	0
0.099000000000000074	0	0	0	0	0	0
0.099500000000000074	0	0	0	0	0	0
0.10000000000000007	0	0	0	0	0	0
0.10050000000000008	0	0	0	0	0	0
0.10100000000000008	0	0	0	0	0	1
0.10150000000000008	0	0	0	0	0	1
0.10200000000000008	0	0	0	0	0	0
0.10250000000000008	0	0	0	0	0	0
0.10300000000000008	0	0	0	0	0	0
0.10350000000000008	1	0	0	0	0	0
0.10400000000000008	1	0	0	0	0	0
0.10450000000000008	0	0	0	0	0	0
0.10500000000000008	0	0	0	0	0	0
0.10550000000000008	0	0	0	0	0	0
0.10600000000000008	0	0	0	0	0	0
0.10650000000000008	0	1	0	0	0	0
0.10700000000000008	0	1	0	0	0	0
0.10750000000000008	0	0	0	0	0	0
0.10800000000000008	0	0	0	0	0	0
0.10850000000000008	0	0	0	0	0	0
0.10900000000000008	0	0	0	0	0	0
0.10950000000000008	0	0	0	1	0	0
0.11000000000000008	0	0	0	1	0	0
0.11050000000000008	0	0	0	0	0	0
0.11100000000000008	0	0	0	0	0	0
0.11150000000000009	0	0	0	0	0	0
0.11200000000000009	0	0	1	0	0	0
0.11250000000000009	0	0	1	0	0	0
0.11300000000000009	0	0	0	0	0	0
0.11350000000000009	0	0	0	0	0	0
0.11400000000000009	0	0	0	0	0	0
0.11450000000000009	0	0	0	0	1	0
0.11500000000000009	0	0	0	0	1	0
0.11550000000000009	0	0	0	0	0	0
0.11600000000000009	0	0	0	0	0	0
0.11650000000000009	0	0	0	0	0	0
0.11700000000000009	0	0	0	0	0	0
0.11750000000000009	0	0	0	0	0	1
0.11800000000000009	0	0	0	0	0	1
0.11850000000000009	0	0	0	0	0	0
0.11900000000000009	0	0	0	0	0	0
0.11950000000000009	0	0	0	0	0	0
0.12000000000000009	0	0	0	0	0	0
0.12050000000000009	1	0	0	0	0	0
0.12100000000000009	1	0	0	0	0	0
0.12150000000000009	0	0	0	0	0	0
0.12200000000000009	0	0	0	0	0	0
0.12250000000000009	0	0	0	0	0	0
0.1230000000000001	0	1	0	0	0	0
0.1235000000000001	0	1	0	0	0	0
0.1240000000000001	0	0	0	0	0	0
0.1245000000000001	0	0	0	0	0	0
0.12500000000000008	0	0	0	0	0	0
0.12550000000000008	0	0	0	0	0	0
0.12600000000000008	0	0	0	1	0	0
0.12650000000000008	0	0	0	1	0	0
0.12700000000000009	0	0	0	0	0	0
0.12750000000000009	0	0	0	0	0	0
0.12800000000000009	0	0	0	0	0	0
0.12850000000000009	0	0	1	0	0	0
0.12900000000000009	0	0	1	0	0	0
0.12950000000000009	0	0	0	0	0	0
0.13000000000000009	0	0	0	0	0	0
0.13050000000000009	0	0	0	0	0	0
0.13100000000000009	0	0	0	0	0	0
0.13150000000000009	0	0	0	0	1	0
0.13200000000000009	0	0	0	0	1	0
0.13250000000000009	0	0	0	0	0	0
0.13300000000000009	0	0	0	0	0	0
0.13350000000000009	0	0	0	0	0	0
0.13400000000000009	0	0	0	0	0	1
0.13450000000000009	0	0	0	0	0	1
0.13500000000000009	0	0	0	0	0	0
0.13550000000000009	0	0	0	0	0	0
0.13600000000000009	0	0	0	0	0	0
0.13650000000000009	0	0	0	0	0	0
0.13700000000000009	1	0	0	0	0	0
0.13750000000000009	1	0	0	0	0	0
0.13800000000000009	0	0	0	0	0	0
0.1385000000000001	0	0	0	0	0	0
0.1390000000000001	0	0	0	0	0	0
0.1395000000000001	0	1	0	0	0	0
0.1400000000000001	0	1	0	0	0	0
0.1405000000000001	0	0	0	0	0	0
0.1410000000000001	0	0	0	0	0	0
0.1415000000000001	0	0	0	0	0	0
0.1420000000000001	0	0	0	0	0	0
0.1425000000000001	0	0	0	1	0	0
0.1430000000000001	0	0	0	1	0	0
0.1435000000000001	0	0	0	0	0	0
0.1440000000000001	0	0	0	0	0	0
0.1445000000000001	0	0	0	0	0	0
0.1450000000000001	0	0	0	0	0	0
0.1455000000000001	0	0	1	0	0	0
0.1460000000000001	0	0	1	0	0	0
0.1465000000000001	0	0	0	0	0	0
0.1470000000000001	0	0	0	0	0	0
0.1475000000000001	0	0	0	0	0	0
0.1480000000000001	0	0	0	0	1	0
0.1485000000000001	0	0	0	0	1	0
0.1490000000000001	0	0	0	0	0	0
0.14950000000000011	0	0	0	0	0	0
0.15000000000000011	0	0	0	0	0	0
0.15050000000000011	0	0	0	0	0	1
0.15100000000000011	0	0	0	0	0	1
0.15150000000000011	0	0	0	0	0	0
0.15200000000000011	0	0	0	0	0	0
