Time	Disparo_ab	Disparo_ac	Disparo_ba	Disparo_bc	Disparo_ca	Disparo_cb
0.15250000000000011	0	0	0	0	0	0
0.15300000000000011	0	0	0	0	0	0
0.15350000000000011	1	0	0	0	0	0
0.15400000000000011	1	0	0	0	0	0
0.15450000000000011	0	0	0	0	0	0
0.15500000000000011	0	0	0	0	0	0
0.15550000000000011	0	0	0	0	0	0
0.15600000000000011	0	0	0	0	0	0
0.15650000000000011	0	1	0	0	0	0
0.15700000000000011	0	1	0	0	0	0
0.15750000000000011	0	0	0	0	0	0
0.15800000000000011	0	0	0	0	0	0
0.15850000000000011	0	0	0	0	0	0
0.15900000000000011	0	0	0	1	0	0
0.15950000000000011	0	0	0	1	0	0
0.16000000000000011	0	0	0	0	0	0
0.16050000000000011	0	0	0	0	0	0
0.16100000000000012	0	0	0	0	0	0
0.16150000000000012	0	0	0	0	0	0
0.16200000000000012	0	0	1	0	0	0
0.16250000000000012	0	0	1	0	0	0
0.16300000000000012	0	0	0	0	0	0
0.16350000000000012	0	0	0	0	0	0
0.16400000000000012	0	0	0	0	0	0
0.16450000000000012	0	0	0	0	1	0
0.16500000000000012	0	0	0	0	1	0
0.16550000000000012	0	0	0	0	0	0
0.16600000000000012	0	0	0	0	0	0
0.16650000000000012	0	0	0	0	0	0
0.16700000000000012	0	0	0	0	0	0
0.16750000000000012	0	0	0	0	0	1
0.16800000000000012	0	0	0	0	0	1
0.16850000000000012	0	0	0	0	0	0
0.16900000000000012	0	0	0	0	0	0
0.16950000000000012	0	0	0	0	0	0
0.17000000000000012	0	0	0	0	0	0
0.17050000000000012	1	0	0	0	0	0
0.17100000000000012	1	0	0	0	0	0
0.17150000000000012	0	0	0	0	0	0
0.17200000000000013	0	0	0	0	0	0
0.17250000000000013	0	0	0	0	0	0
0.17300000000000013	0	1	0	0	0	0
0.17350000000000013	0	1	0	0	0	0
0.17400000000000013	0	0	0	0	0	0
0.17450000000000013	0	0	0	0	0	0
0.17500000000000013	0	0	0	0	0	0
0.17550000000000013	0	0	0	1	0	0
0.17600000000000013	0	0	0	1	0	0
0.17650000000000013	0	0	0	0	0	0
0.17700000000000013	0	0	0	0	0	0
0.17750000000000013	0	0	0	0	0	0
0.17800000000000013	0	0	0	0	0	0
0.17850000000000013	0	0	1	0	0	0
0.17900000000000013	0	0	1	0	0	0
0.17950000000000013	0	0	0	0	0	0
0.18000000000000013	0	0	0	0	0	0
0.18050000000000013	0	0	0	0	0	0
0.18100000000000013	0	0	0	0	0	0
0.18150000000000013	0	0	0	0	1	0
0.18200000000000013	0	0	0	0	1	0
0.18250000000000013	0	0	0	0	0	0
0.18300000000000013	0	0	0	0	0	0
0.18350000000000014	0	0	0	0	0	0
0.18400000000000014	0	0	0	0	0	1
0.18450000000000014	0	0	0	0	0	1
0.18500000000000014	0	0	0	0	0	0
0.18550000000000014	0	0	0	0	0	0
0.18600000000000014	0	0	0	0	0	0
0.18650000000000014	0	0	0	0	0	0
0.18700000000000014	1	0	0	0	0	0
0.18750000000000014	1	0	0	0	0	0
0.18800000000000014	0	0	0	0	0	0
0.18850000000000014	0	0	0	0	0	0
0.18900000000000014	0	0	0	0	0	0
0.18950000000000014	0	1	0	0	0	0
0.19000000000000014	0	1	0	0	0	0
0.19050000000000014	0	0	0	0	0	0
0.19100000000000014	0	0	0	0	0	0
0.19150000000000014	0	0	0	0	0	0
0.19200000000000014	0	0	0	0	0	0
0.19250000000000014	0	0	0	1	0	0
0.19300000000000014	0	0	0	1	0	0
0.19350000000000014	0	0	0	0	0	0
0.19400000000000014	0	0	0	0	0	0
0.19450000000000014	0	0	0	0	0	0
0.19500000000000015	0	0	1	0	0	0
0.19550000000000015	0	0	1	0	0	0
0.19600000000000015	0	0	0	0	0	0
0.19650000000000015	0	0	0	0	0	0
0.19700000000000015	0	0	0	0	0	0
0.19750000000000015	0	0	0	0	0	0
0.19800000000000015	0	0	0	0	1	0
0.19850000000000015	0	0	0	0	1	0
0.19900000000000015	0	0	0	0	0	0
0.19950000000000015	0	0	0	0	0	0
0.20000000000000015	0	0	0	0	0	0
0.20050000000000015	0	0	0	0	0	0
0.20100000000000015	0	0	0	0	0	1
0.20150000000000015	0	0	0	0	0	1
0.20200000000000015	0	0	0	0	0	0
0.20250000000000015	0	0	0	0	0	0
0.20300000000000015	0	0	0	0	0	0
0.20350000000000015	1	0	0	0	0	0
0.20400000000000015	1	0	0	0	0	0
0.20450000000000015	0	0	0	0	0	0
0.20500000000000015	0	0	0	0	0	0
0.20550000000000015	0	0	0	0	0	0
0.20600000000000016	0	1	0	0	0	0
0.20650000000000016	0	1	0	0	0	0
0.20700000000000016	0	0	0	0	0	0
0.20750000000000016	0	0	0	0	0	0
0.20800000000000016	0	0	0	0	0	0
0.20850000000000016	0	0	0	0	0	0
0.20900000000000016	0	0	0	1	0	0
0.20950000000000016	0	0	0	1	0	0
0.21000000000000016	0	0	0	0	0	0
0.21050000000000016	0	0	0	0	0	0
0.21100000000000016	0	0	0	0	0	0
0.21150000000000016	0	0	0	0	0	0
0.21200000000000016	0	0	1	0	0	0
0.21250000000000016	0	0	1	0	0	0
0.21300000000000016	0	0	0	0	0	0
0.21350000000000016	0	0	0	0	0	0
0.21400000000000016	0	0	0	0	0	0
0.21450000000000016	0	0	0	0	1	0
0.21500000000000016	0	0	0	0	1	0
0.21550000000000016	0	0	0	0	0	0
0.21600000000000016	0	0	0	0	0	0
0.21650000000000016	0	0	0	0	0	0
0.21700000000000016	0	0	0	0	0	0
0.21750000000000017	0	0	0	0	0	1
0.21800000000000017	0	0	0	0	0	1
0.21850000000000017	0	0	0	0	0	0
0.21900000000000017	0	0	0	0	0	0
0.21950000000000017	0	0	0	0	0	0
0.22000000000000017	1	0	0	0	0	0
0.22050000000000017	1	0	0	0	0	0
0.22100000000000017	0	0	0	0	0	0
0.22150000000000017	0	0	0	0	0	0
0.22200000000000017	0	0	0	0	0	0
0.22250000000000017	0	0	0	0	0	0
0.22300000000000017	0	1	0	0	0	0
0.22350000000000017	0	1	0	0	0	0
0.22400000000000017	0	0	0	0	0	0
0.22450000000000017	0	0	0	0	0	0
0.22500000000000017	0	0	0	0	0	0
0.22550000000000017	0	0	0	1	0	0
0.22600000000000017	0	0	0	1	0	0
0.22650000000000017	0	0	0	0	0	0
0.22700000000000017	0	0	0	0	0	0
0.22750000000000017	0	0	0	0	0	0
0.22800000000000017	0	0	0	0	0	0
0.22850000000000018	0	0	1	0	0	0
0.22900000000000018	0	0	1	0	0	0
0.22950000000000018	0	0	0	0	0	0
0.23000000000000018	0	0	0	0	0	0
0.23050000000000018	0	0	0	0	0	0
0.23100000000000018	0	0	0	0	0	0
0.23150000000000018	0	0	0	0	1	0
0.23200000000000018	0	0	0	0	1	0
0.23250000000000018	0	0	0	0	0	0
0.23300000000000018	0	0	0	0	0	0
0.23350000000000018	0	0	0	0	0	0
0.23400000000000018	0	0	0	0	0	1
0.23450000000000018	0	0	0	0	0	1
0.23500000000000018	0	0	0	0	0	0
0.23550000000000018	0	0	0	0	0	0
0.23600000000000018	0	0	0	0	0	0
0.23650000000000018	1	0	0	0	0	0
0.23700000000000018	1	0	0	0	0	0
0.23750000000000018	0	0	0	0	0	0
0.23800000000000018	0	0	0	0	0	0
0.23850000000000018	0	0	0	0	0	0
0.23900000000000018	0	0	0	0	0	0
0.23950000000000018	0	1	0	0	0	0
0.24000000000000019	0	1	0	0	0	0
0.24050000000000019	0	0	0	0	0	0
0.24100000000000019	0	0	0	0	0	0
0.24150000000000019	0	0	0	0	0	0
0.24200000000000019	0	0	0	0	0	0
0.24250000000000019	0	0	0	1	0	0
0.24300000000000019	0	0	0	1	0	0
0.24350000000000019	0	0	0	0	0	0
0.24400000000000019	0	0	0	0	0	0
0.24450000000000019	0	0	0	0	0	0
0.24500000000000019	0	0	0	0	0	0
0.24550000000000019	0	0	1	0	0	0
0.24600000000000019	0	0	1	0	0	0
0.24650000000000019	0	0	0	0	0	0
0.24700000000000019	0	0	0	0	0	0
0.24750000000000019	0	0	0	0	0	0
0.24800000000000019	0	0	0	0	1	0
0.24850000000000019	0	0	0	0	1	0
0.24900000000000019	0	0	0	0	0	0
0.24950000000000019	0	0	0	0	0	0
0.25000000000000017	0	0	0	0	0	0
0.25050000000000017	0	0	0	0	0	1
0.25100000000000017	0	0	0	0	0	1
0.25150000000000017	0	0	0	0	0	0
0.25200000000000017	0	0	0	0	0	0
0.25250000000000017	0	0	0	0	0	0
0.25300000000000017	0	0	0	0	0	0
0.25350000000000017	1	0	0	0	0	0
0.25400000000000017	1	0	0	0	0	0
0.25450000000000017	0	0	0	0	0	0
0.25500000000000017	0	0	0	0	0	0
0.25550000000000017	0	0	0	0	0	0
0.25600000000000017	0	1	0	0	0	0
0.25650000000000017	0	1	0	0	0	0
0.25700000000000017	0	0	0	0	0	0
0.25750000000000017	0	0	0	0	0	0
0.25800000000000017	0	0	0	0	0	0
0.25850000000000017	0	0	0	0	0	0
0.25900000000000017	0	0	0	1	0	0
0.25950000000000017	0	0	0	1	0	0
0.26000000000000018	0	0	0	0	0	0
0.26050000000000018	0	0	0	0	0	0
0.26100000000000018	0	0	0	0	0	0
0.26150000000000018	0	0	0	0	0	0
0.26200000000000018	0	0	1	0	0	0
0.26250000000000018	0	0	1	0	0	0
0.26300000000000018	0	0	0	0	0	0
0.26350000000000018	0	0	0	0	0	0
0.26400000000000018	0	0	0	0	0	0
0.26450000000000018	0	0	0	0	1	0
0.26500000000000018	0	0	0	0	1	0
0.26550000000000018	0	0	0	0	0	0
0.26600000000000018	0	0	0	0	0	0
0.26650000000000018	0	0	0	0	0	0
0.26700000000000018	0	0	0	0	0	0
0.26750000000000018	0	0	0	0	0	1
0.26800000000000018	0	0	0	0	0	1
0.26850000000000018	0	0	0	0	0	0
0.26900000000000018	0	0	0	0	0	0
0.26950000000000018	0	0	0	0	0	0
0.27000000000000018	1	0	0	0	0	0
0.27050000000000018	1	0	0	0	0	0
0.27100000000000019	0	0	0	0	0	0
0.27150000000000019	0	0	0	0	0	0
0.27200000000000019	0	0	0	0	0	0
0.27250000000000019	0	0	0	0	0	0
0.27300000000000019	0	1	0	0	0	0
0.27350000000000019	0	1	0	0	0	0
0.27400000000000019	0	0	0	0	0	0
0.27450000000000019	0	0	0	0	0	0
0.27500000000000019	0	0	0	0	0	0
0.27550000000000019	0	0	0	1	0	0
0.27600000000000019	0	0	0	1	0	0
0.27650000000000019	0	0	0	0	0	0
0.27700000000000019	0	0	0	0	0	0
0.27750000000000019	0	0	0	0	0	0
0.27800000000000019	0	0	0	0	0	0
0.27850000000000019	0	0	1	0	0	0
0.27900000000000019	0	0	1	0	0	0
0.27950000000000019	0	0	0	0	0	0
0.28000000000000019	0	0	0	0	0	0
0.28050000000000019	0	0	0	0	0	0
0.28100000000000019	0	0	0	0	0	0
0.28150000000000019	0	0	0	0	1	0
0.28200000000000019	0	0	0	0	1	0
0.2825000000000002	0	0	0	0	0	0
0.2830000000000002	0	0	0	0	0	0
0.2835000000000002	0	0	0	0	0	0
0.2840000000000002	0	0	0	0	0	1
0.2845000000000002	0	0	0	0	0	1
0.2850000000000002	0	0	0	0	0	0
0.2855000000000002	0	0	0	0	0	0
0.2860000000000002	0	0	0	0	0	0
0.2865000000000002	1	0	0	0	0	0
0.2870000000000002	1	0	0	0	0	0
0.2875000000000002	0	0	0	0	0	0
0.2880000000000002	0	0	0	0	0	0
0.2885000000000002	0	0	0	0	0	0
0.2890000000000002	0	0	0	0	0	0
0.2895000000000002	0	1	0	0	0	0
0.2900000000000002	0	1	0	0	0	0
0.2905000000000002	0	0	0	0	0	0
0.2910000000000002	0	0	0	0	0	0
0.2915000000000002	0	0	0	0	0	0
0.2920000000000002	0	0	0	0	0	0
0.2925000000000002	0	0	0	1	0	0
0.2930000000000002	0	0	0	1	0	0
0.29350000000000021	0	0	0	0	0	0
0.29400000000000021	0	0	0	0	0	0
0.29450000000000021	0	0	0	0	0	0
0.29500000000000021	0	0	0	0	0	0
0.29550000000000021	0	0	1	0	0	0
0.29600000000000021	0	0	1	0	0	0
0.29650000000000021	0	0	0	0	0	0
0.29700000000000021	0	0	0	0	0	0
0.29750000000000021	0	0	0	0	0	0
0.29800000000000021	0	0	0	0	1	0
0.29850000000000021	0	0	0	0	1	0
0.29900000000000021	0	0	0	0	0	0
0.29950000000000021	0	0	0	0	0	0
0.30000000000000021	0	0	0	0	0	0
0.30050000000000021	0	0	0	0	0	1
0.30100000000000021	0	0	0	0	0	1
0.30150000000000021	0	0	0	0	0	0
0.30200000000000021	0	0	0	0	0	0
0.30250000000000021	0	0	0	0	0	0
0.30300000000000021	1	0	0	0	0	0
0.30350000000000021	1	0	0	0	0	0
0.30400000000000021	0	0	0	0	0	0
0.30450000000000021	0	0	0	0	0	0
0.30500000000000022	0	0	0	0	0	0
0.30550000000000022	0	0	0	0	0	0
0.30600000000000022	0	0	0	0	0	0
0.30650000000000022	0	1	0	0	0	0
0.30700000000000022	0	1	0	0	0	0
0.30750000000000022	0	0	0	0	0	0
0.30800000000000022	0	0	0	0	0	0
0.30850000000000022	0	0	0	0	0	0
0.30900000000000022	0	0	0	0	0	0
0.30950000000000022	0	0	0	1	0	0
0.31000000000000022	0	0	0	1	0	0
0.31050000000000022	0	0	0	0	0	0
0.31100000000000022	0	0	0	0	0	0
0.31150000000000022	0	0	0	0	0	0
0.31200000000000022	0	0	1	0	0	0
0.31250000000000022	0	0	1	0	0	0
0.31300000000000022	0	0	0	0	0	0
0.31350000000000022	0	0	0	0	0	0
0.31400000000000022	0	0	0	0	0	0
0.31450000000000022	0	0	0	0	1	0
0.31500000000000022	0	0	0	0	1	0
0.31550000000000022	0	0	0	0	0	0
0.31600000000000023	0	0	0	0	0	0
0.31650000000000023	0	0	0	0	0	0
0.31700000000000023	0	0	0	0	0	1
0.31750000000000023	0	0	0	0	0	1
0.31800000000000023	0	0	0	0	0	0
0.31850000000000023	0	0	0	0	0	0
0.31900000000000023	0	0	0	0	0	0
0.31950000000000023	0	0	0	0	0	0
0.32000000000000023	1	0	0	0	0	0
0.32050000000000023	1	0	0	0	0	0
0.32100000000000023	0	0	0	0	0	0
0.32150000000000023	0	0	0	0	0	0
0.32200000000000023	0	0	0	0	0	0
0.32250000000000023	0	0	0	0	0	0
0.32300000000000023	0	1	0	0	0	0
0.32350000000000023	0	1	0	0	0	0
0.32400000000000023	0	0	0	0	0	0
0.32450000000000023	0	0	0	0	0	0
0.32500000000000023	0	0	0	0	0	0
0.32550000000000023	0	0	0	0	0	0
0.32600000000000023	0	0	0	1	0	0
0.32650000000000023	0	0	0	1	0	0
0.32700000000000023	0	0	0	0	0	0
0.32750000000000024	0	0	0	0	0	0
0.32800000000000024	0	0	0	0	0	0
0.32850000000000024	0	0	1	0	0	0
0.32900000000000024	0	0	1	0	0	0
0.32950000000000024	0	0	0	0	0	0
0.33000000000000024	0	0	0	0	0	0
0.33050000000000024	0	0	0	0	0	0
