Time	Io	Io_filtrado	Io_ref
0.00050000000000000001	0	0	1
0.001	1.2801031630260695	0.0075638973424583195	1
0.0015	2.0780565677114282	0.033774662545061715	1
0.002	2.3164294162825172	0.081718212107812285	1
0.0025000000000000001	1.6427101101612607	0.14507635525764606	1
0.0030000000000000001	-2.9032776183157694e-005	0.20715785808518442	1
0.0035000000000000001	-3.4034997042908799e-005	0.25770914293652736	1
0.0040000000000000001	-3.8994585338514298e-005	0.29781947745545811	1
0.0045000000000000005	-3.8994585338514298e-005	0.32854220029699399	1
0.005000000000000001	-3.8994585338514298e-005	0.35088752885245861	1
0.0055000000000000014	-2.7029045668314211e-005	0.36581697035253119	1
0.0060000000000000019	-3.1008084988570772e-005	0.37423899058283883	1
0.0065000000000000023	-3.6720848584081978e-005	0.37700595630270684	1
0.0070000000000000027	-3.9023007047944702e-005	0.37491238321956755	1
0.0075000000000000032	-3.8966163629083894e-005	0.36869403374192311	1
0.0080000000000000036	-3.8966163629083894e-005	0.35902779637296334	1
0.0085000000000000041	-2.8606450541701633e-005	0.34653234626107954	1
0.0090000000000000045	-3.3395508580724709e-005	0.33176926061438533	1
0.009500000000000005	-3.8994585338514298e-005	0.3152446688826599	1
0.010000000000000005	-3.8994585338514298e-005	0.2974115053954795	1
0.010500000000000006	-3.8966163629083894e-005	0.27867194346778612	1
0.011000000000000006	-2.6687985155149363e-005	0.25938010764570113	1
0.011500000000000007	-3.0468072509393096e-005	0.23984482265744153	1
0.012000000000000007	-3.6067149267182685e-005	0.22033250748837682	1
0.012500000000000008	-3.8994585338514298e-005	0.20107034102693302	1
0.013000000000000008	-3.8966163629083894e-005	0.18224934588434966	1
0.013500000000000009	-2.5352164811920375e-005	0.1640274846476231	1
0.014000000000000009	-2.8165914045530371e-005	0.14653251485898056	1
0.014500000000000009	-3.2784441827971023e-005	0.12986480689606503	1
0.01500000000000001	-3.9023007047944702e-005	0.11410025171879905	1
0.01550000000000001	-3.8966163629083894e-005	0.099292992905453015	1
0.016000000000000011	-3.8994585338514298e-005	0.085477977235639407	1
0.016500000000000011	-2.6346924641984515e-005	0.072673387650028204	1
0.017000000000000012	-2.9984903449076228e-005	0.060882784980858383	1
0.017500000000000012	-3.5356606531422585e-005	0.050097119753611641	1
0.018000000000000013	-3.8966163629083894e-005	0.040296790497914646	1
0.018500000000000013	-3.8994585338514298e-005	0.03145345041702223	1
0.019000000000000013	-2.5167423700622749e-005	0.023531693167168719	1
0.019500000000000014	-2.7768010113504715e-005	0.016490385769362029	1
0.020000000000000014	-3.2187585929932538e-005	0.010283899819202599	1
0.020500000000000015	-3.8255620893323794e-005	0.0048633956581207258	1
0.021000000000000015	-3.8994585338514298e-005	0.00017791154469455015	1
0.021500000000000016	-2.4527935238438658e-005	-0.0038246240767696861	1
0.022000000000000016	-2.6119550966541283e-005	-0.00719674123576018	1
0.022500000000000017	-2.950173438875936e-005	-0.0099908410132438213	1
0.023000000000000017	-3.4674485505092889e-005	-0.012258510842983279	1
0.023500000000000017	-3.893774191965349e-005	-0.014050017941952269	1
0.024000000000000018	-3.8994585338514298e-005	-0.015413872966345464	1
0.024500000000000018	-2.4982682589325123e-005	-0.016396435936966169	1
0.025000000000000019	-2.7384317036194261e-005	-0.017041804823286506	1
0.025500000000000019	-3.1604940886609256e-005	-0.017391719196537116	1
0.02600000000000002	-3.7502445593418088e-005	-0.017485324893835127	1
0.02650000000000002	-3.8966163629083894e-005	-0.017359053890454688	1
0.027000000000000021	0.21907081304561871	-0.015751892273495983	1
0.027500000000000021	-2.5835333872237243e-005	-0.012899390642338845	1
0.028000000000000021	-2.9046987037872896e-005	-0.010312057445809918	1
0.028500000000000022	-3.4020786188193597e-005	-0.007981726468587436	1
0.029000000000000022	-3.893774191965349e-005	-0.0058983990254354536	1
0.029500000000000023	-3.893774191965349e-005	-0.0040505907233216272	1
0.030000000000000023	-2.48263631874579e-005	-0.0024256014741340197	1
0.030500000000000024	-2.7057467377744615e-005	-0.0010099690385034082	1
0.031000000000000024	-3.106492840743158e-005	0.00021016651161998769	1
0.031500000000000021	-3.6777692002942786e-005	0.0012489273130474809	1
0.032000000000000021	-3.8994585338514298e-005	0.002120523615912525	1
0.032500000000000022	0.30800504191574873	0.0046592724613413461	1
0.033000000000000022	-2.5551116777933203e-005	0.0085913682022848142	1
0.033500000000000023	-2.8592239686986431e-005	0.011846399090804743	1
0.034000000000000023	-3.3395508580724709e-005	0.01448489792011378	1
0.034500000000000024	-3.8966163629083894e-005	0.016565813316503766	1
0.035000000000000024	-3.8966163629083894e-005	0.018146088177396682	1
0.035500000000000025	-2.4698465495021082e-005	0.019280368992881054	1
0.036000000000000025	-2.6687985155149363e-005	0.02002056701136843	1
0.036500000000000025	-3.0524915928253904e-005	0.020415549680872395	1
0.037000000000000026	-3.6081360121897887e-005	0.02051109432092043	1
0.037500000000000026	-3.8994585338514298e-005	0.020349825723349889	1
0.038000000000000027	0.39358087633445393	0.022297029379627995	1
0.038500000000000027	-2.5323743102489971e-005	0.026021332229865177	1
0.039000000000000028	-2.8165914045530371e-005	0.028892990539157278	1
0.039500000000000028	-3.2770230973255821e-005	0.031002755070057838	1
0.040000000000000029	-3.8966163629083894e-005	0.032437084878048771	1
0.040500000000000029	-3.8994585338514298e-005	0.033277800246489284	1
0.041000000000000029	-2.4556356947869062e-005	0.033601889242538631	1
0.04150000000000003	-2.6389557206130121e-005	0.033481172203845645	1
0.04200000000000003	-3.0013325158506632e-005	0.03298211290356419	1
0.042500000000000031	-3.5356606531422585e-005	0.032165902687021693	1
0.043000000000000031	-3.8994585338514298e-005	0.03108852927974564	1
0.043500000000000032	0.47576077122357674	0.03261232251651331	1
0.044000000000000032	0.056689287930566934	0.036673954518407763	1
0.044500000000000033	-3.8966163629083894e-005	0.040042758753074878	1
0.045000000000000033	-3.9051428757375106e-005	0.042445078280181639	1
0.045500000000000033	-3.893774191965349e-005	0.04399390786426545	1
0.046000000000000034	-3.8994585338514298e-005	0.044795798985077372	1
0.046500000000000034	-2.4513724383723456e-005	0.044950627946003241	1
0.047000000000000035	-2.6076918402395677e-005	0.044551298271201419	1
